DyadId,ConflictId,Location,SideA,SideA2nd,SideB,SideBID,SideB2nd,Incompatibility,TerritoryName,Year,IntensityLevel,TypeOfConflict,StartDate,StartPrec,StartDate2,StartPrec2,GWNoA,GWNoA2nd,GWNoB,GWNoB2nd,GWNoLoc,Region,Version
99,1-136,Mozambique,Government of Mozambique,,Renamo,1347,,2,,1984,2,3,31/12/1977,6,31/12/1977,6,541,,,,541,4,1.0-2016
99,1-136,Mozambique,Government of Mozambique,,Renamo,1347,,2,,1983,2,3,31/12/1977,6,31/12/1977,6,541,,,,541,4,1.0-2016
99,1-136,Mozambique,Government of Mozambique,,Renamo,1347,,2,,1982,2,3,31/12/1977,6,31/12/1977,6,541,,,,541,4,1.0-2016
99,1-136,Mozambique,Government of Mozambique,,Renamo,1347,,2,,1981,2,3,31/12/1977,6,31/12/1977,6,541,,,,541,4,1.0-2016
99,1-136,Mozambique,Government of Mozambique,,Renamo,1347,,2,,1980,1,3,31/12/1977,6,31/12/1977,6,541,,,,541,4,1.0-2016
796,1-261,Ethiopia,Government of Ethiopia,Government of Cuba,SALF,1938,,1,"Arssi, Bale & Sidamo",1980,1,4,31/12/1977,5,31/12/1977,5,530,40,,,530,4,1.0-2016
99,1-136,Mozambique,Government of Mozambique,,Renamo,1347,,2,,1979,1,3,31/12/1977,6,31/12/1977,6,541,,,,541,4,1.0-2016
796,1-261,Ethiopia,Government of Ethiopia,,SALF,1938,,1,"Arssi, Bale & Sidamo",1979,1,3,31/12/1977,5,31/12/1977,5,530,,,,530,4,1.0-2016
99,1-136,Mozambique,Government of Mozambique,,Renamo,1347,,2,,1978,1,3,31/12/1977,6,31/12/1977,6,541,,,,541,4,1.0-2016
653,Jan-74,Iraq,Government of Iraq,,KDP-QM,1104,,1,Kurdistan,1978,1,3,31/12/1977,5,31/12/1977,5,645,,,,645,2,1.0-2016
796,1-261,Ethiopia,Government of Ethiopia,,SALF,1938,,1,"Arssi, Bale & Sidamo",1978,1,3,31/12/1977,5,31/12/1977,5,530,,,,530,4,1.0-2016
99,1-136,Mozambique,Government of Mozambique,,Renamo,1347,,2,,1977,1,3,31/12/1977,6,31/12/1977,6,541,,,,541,4,1.0-2016
653,Jan-74,Iraq,Government of Iraq,,KDP-QM,1104,,1,Kurdistan,1977,1,3,31/12/1977,5,31/12/1977,5,645,,,,645,2,1.0-2016
796,1-261,Ethiopia,Government of Ethiopia,,SALF,1938,,1,"Arssi, Bale & Sidamo",1977,1,3,31/12/1977,5,31/12/1977,5,530,,,,530,4,1.0-2016
495,Jan-92,Colombia,Government of Colombia,,M-19,1606,,2,,1988,1,3,15/01/1978,1,31/12/1988,5,100,,,,100,5,1.0-2016
495,Jan-92,Colombia,Government of Colombia,,M-19,1606,,2,,1986,1,3,15/01/1978,1,31/12/1981,5,100,,,,100,5,1.0-2016
495,Jan-92,Colombia,Government of Colombia,,M-19,1606,,2,,1985,1,3,15/01/1978,1,31/12/1981,5,100,,,,100,5,1.0-2016
495,Jan-92,Colombia,Government of Colombia,,M-19,1606,,2,,1984,1,3,15/01/1978,1,31/12/1981,5,100,,,,100,5,1.0-2016
495,Jan-92,Colombia,Government of Colombia,,M-19,1606,,2,,1983,1,3,15/01/1978,1,31/12/1981,5,100,,,,100,5,1.0-2016
495,Jan-92,Colombia,Government of Colombia,,M-19,1606,,2,,1982,1,3,15/01/1978,1,31/12/1981,5,100,,,,100,5,1.0-2016
495,Jan-92,Colombia,Government of Colombia,,M-19,1606,,2,,1981,1,3,15/01/1978,1,31/12/1981,5,100,,,,100,5,1.0-2016
495,Jan-92,Colombia,Government of Colombia,,M-19,1606,,2,,1979,1,3,15/01/1978,1,28/05/1978,1,100,,,,100,5,1.0-2016
495,Jan-92,Colombia,Government of Colombia,,M-19,1606,,2,,1978,1,3,15/01/1978,1,28/05/1978,1,100,,,,100,5,1.0-2016
558,1-150,South Africa,Government of South Africa,,ANC,1364,,2,,1988,1,3,1/2/1978,1,26/06/1985,1,560,,,,560,4,1.0-2016
558,1-150,South Africa,Government of South Africa,,ANC,1364,,2,,1987,1,3,1/2/1978,1,26/06/1985,1,560,,,,560,4,1.0-2016
558,1-150,South Africa,Government of South Africa,,ANC,1364,,2,,1986,1,3,1/2/1978,1,26/06/1985,1,560,,,,560,4,1.0-2016
558,1-150,South Africa,Government of South Africa,,ANC,1364,,2,,1985,1,3,1/2/1978,1,26/06/1985,1,560,,,,560,4,1.0-2016
558,1-150,South Africa,Government of South Africa,,ANC,1364,,2,,1983,1,3,1/2/1978,1,7/8/1981,1,560,,,,560,4,1.0-2016
558,1-150,South Africa,Government of South Africa,,ANC,1364,,2,,1982,1,3,1/2/1978,1,7/8/1981,1,560,,,,560,4,1.0-2016
558,1-150,South Africa,Government of South Africa,,ANC,1364,,2,,1981,1,3,1/2/1978,1,7/8/1981,1,560,,,,560,4,1.0-2016
727,1-137,Afghanistan,Government of Afghanistan,,PDPA,1133,,2,,1978,2,3,27/04/1978,1,27/04/1978,1,700,,,,700,3,1.0-2016
526,1-157,Sri Lanka,Government of Sri Lanka,,TELO,1164,,1,Eelam,1985,1,3,6/5/1978,1,20/11/1984,1,780,,,,780,3,1.0-2016
526,1-157,Sri Lanka,Government of Sri Lanka,,TELO,1164,,1,Eelam,1984,1,3,6/5/1978,1,20/11/1984,1,780,,,,780,3,1.0-2016
741,1-252,Tanzania,Government of Tanzania,,Government of Uganda,500,,1,Kagera Salient,1978,1,2,11/11/1978,2,15/11/1978,2,510,,500,,"500, 510",4,1.0-2016
553,1-103,Cambodia,Government of Cambodia,,KNUFNS,1113,Government of Vietnam,2,,1979,1,4,30/12/1978,2,30/12/1978,2,811,,,816,811,3,1.0-2016
553,1-103,Cambodia,Government of Cambodia,,KNUFNS,1113,Government of Vietnam,2,,1978,2,4,30/12/1978,2,30/12/1978,2,811,,,816,811,3,1.0-2016
617,Jan-33,Yemen,Government of Yemen,,NDF,1041,,2,,1982,1,3,31/03/1979,4,31/03/1979,4,678,,,,678,2,1.0-2016
617,Jan-33,Yemen,Government of Yemen,,NDF,1041,,2,,1981,1,3,31/03/1979,4,31/03/1979,4,678,,,,678,2,1.0-2016
617,Jan-33,Yemen,Government of Yemen,,NDF,1041,,2,,1980,1,3,31/03/1979,4,31/03/1979,4,678,,,,678,2,1.0-2016
556,1-118,Uganda,Government of Uganda,Government of Libya,UNLF,1327,Government of Tanzania,2,,1979,1,4,31/03/1979,2,7/4/1979,2,500,620,,510,500,4,1.0-2016
617,Jan-33,Yemen,Government of Yemen,,NDF,1041,,2,,1979,1,3,31/03/1979,4,31/03/1979,4,678,,,,678,2,1.0-2016
325,1-152,India,Government of India,,PLA,1157,,1,Manipur,2006,1,3,26/04/1979,1,17/05/2006,1,750,,,,750,3,1.0-2016
325,1-152,India,Government of India,,PLA,1157,,1,Manipur,2004,1,3,26/04/1979,1,10/12/2004,1,750,,,,750,3,1.0-2016
325,1-152,India,Government of India,,PLA,1157,,1,Manipur,2000,1,3,26/04/1979,1,22/11/2000,1,750,,,,750,3,1.0-2016
325,1-152,India,Government of India,,PLA,1157,,1,Manipur,1998,1,3,26/04/1979,1,31/12/1998,5,750,,,,750,3,1.0-2016
325,1-152,India,Government of India,,PLA,1157,,1,Manipur,1996,1,3,26/04/1979,1,31/12/1995,5,750,,,,750,3,1.0-2016
325,1-152,India,Government of India,,PLA,1157,,1,Manipur,1995,1,3,26/04/1979,1,31/12/1995,5,750,,,,750,3,1.0-2016
325,1-152,India,Government of India,,PLA,1157,,1,Manipur,1988,1,3,26/04/1979,1,31/07/1982,3,750,,,,750,3,1.0-2016
325,1-152,India,Government of India,,PLA,1157,,1,Manipur,1987,1,3,26/04/1979,1,31/07/1982,3,750,,,,750,3,1.0-2016
325,1-152,India,Government of India,,PLA,1157,,1,Manipur,1986,1,3,26/04/1979,1,31/07/1982,3,750,,,,750,3,1.0-2016
325,1-152,India,Government of India,,PLA,1157,,1,Manipur,1985,1,3,26/04/1979,1,31/07/1982,3,750,,,,750,3,1.0-2016
325,1-152,India,Government of India,,PLA,1157,,1,Manipur,1984,1,3,26/04/1979,1,31/07/1982,3,750,,,,750,3,1.0-2016
325,1-152,India,Government of India,,PLA,1157,,1,Manipur,1983,1,3,26/04/1979,1,31/07/1982,3,750,,,,750,3,1.0-2016
325,1-152,India,Government of India,,PLA,1157,,1,Manipur,1982,1,3,26/04/1979,1,31/07/1982,3,750,,,,750,3,1.0-2016
546,1-144,Iran,Government of Iran,,APCO,1154,,1,Arabistan,1980,1,3,30/05/1979,1,31/05/1979,1,630,,,,630,2,1.0-2016
546,1-144,Iran,Government of Iran,,APCO,1154,,1,Arabistan,1979,1,3,30/05/1979,1,31/05/1979,1,630,,,,630,2,1.0-2016
519,1-102,Syria,Government of Syria,,Muslim Brotherhood,1111,,2,,1982,2,3,16/06/1979,1,16/06/1979,1,652,,,,652,2,1.0-2016
519,1-102,Syria,Government of Syria,,Muslim Brotherhood,1111,,2,,1981,1,3,16/06/1979,1,16/06/1979,1,652,,,,652,2,1.0-2016
519,1-102,Syria,Government of Syria,,Muslim Brotherhood,1111,,2,,1980,1,3,16/06/1979,1,16/06/1979,1,652,,,,652,2,1.0-2016
519,1-102,Syria,Government of Syria,,Muslim Brotherhood,1111,,2,,1979,1,3,16/06/1979,1,16/06/1979,1,652,,,,652,2,1.0-2016
515,1-139,India,Government of India,,TNV,1148,,1,Tripura,1988,1,3,9/7/1979,1,31/12/1979,5,750,,,,750,3,1.0-2016
515,1-139,India,Government of India,,TNV,1148,,1,Tripura,1987,1,3,9/7/1979,1,31/12/1979,5,750,,,,750,3,1.0-2016
515,1-139,India,Government of India,,TNV,1148,,1,Tripura,1986,1,3,9/7/1979,1,31/12/1979,5,750,,,,750,3,1.0-2016
515,1-139,India,Government of India,,TNV,1148,,1,Tripura,1985,1,3,9/7/1979,1,31/12/1979,5,750,,,,750,3,1.0-2016
515,1-139,India,Government of India,,TNV,1148,,1,Tripura,1984,1,3,9/7/1979,1,31/12/1979,5,750,,,,750,3,1.0-2016
515,1-139,India,Government of India,,TNV,1148,,1,Tripura,1983,1,3,9/7/1979,1,31/12/1979,5,750,,,,750,3,1.0-2016
515,1-139,India,Government of India,,TNV,1148,,1,Tripura,1982,1,3,9/7/1979,1,31/12/1979,5,750,,,,750,3,1.0-2016
515,1-139,India,Government of India,,TNV,1148,,1,Tripura,1981,1,3,9/7/1979,1,31/12/1979,5,750,,,,750,3,1.0-2016
515,1-139,India,Government of India,,TNV,1148,,1,Tripura,1980,1,3,9/7/1979,1,31/12/1979,5,750,,,,750,3,1.0-2016
515,1-139,India,Government of India,,TNV,1148,,1,Tripura,1979,1,3,9/7/1979,1,31/12/1979,5,750,,,,750,3,1.0-2016
548,1-145,Saudi Arabia,Government of Saudi Arabia,,JSM,1155,,2,,1979,1,3,20/11/1979,1,20/11/1979,1,670,,,,670,2,1.0-2016
378,1-103,Cambodia,Government of Cambodia,,KPNLF,1114,,2,,1991,1,3,30/11/1979,3,30/11/1979,3,811,,,,811,3,1.0-2016
378,1-103,Cambodia,Government of Cambodia,,KPNLF,1114,,2,,1990,1,3,30/11/1979,3,30/11/1979,3,811,,,,811,3,1.0-2016
378,1-103,Cambodia,Government of Cambodia,Government of Vietnam,KPNLF,1114,,2,,1989,1,4,30/11/1979,3,30/11/1979,3,811,816,,,811,3,1.0-2016
378,1-103,Cambodia,Government of Cambodia,Government of Vietnam,KPNLF,1114,,2,,1988,1,4,30/11/1979,3,30/11/1979,3,811,816,,,811,3,1.0-2016
378,1-103,Cambodia,Government of Cambodia,Government of Vietnam,KPNLF,1114,,2,,1987,1,4,30/11/1979,3,30/11/1979,3,811,816,,,811,3,1.0-2016
378,1-103,Cambodia,Government of Cambodia,Government of Vietnam,KPNLF,1114,,2,,1986,1,4,30/11/1979,3,30/11/1979,3,811,816,,,811,3,1.0-2016
378,1-103,Cambodia,Government of Cambodia,Government of Vietnam,KPNLF,1114,,2,,1985,1,4,30/11/1979,3,30/11/1979,3,811,816,,,811,3,1.0-2016
378,1-103,Cambodia,Government of Cambodia,Government of Vietnam,KPNLF,1114,,2,,1984,1,4,30/11/1979,3,30/11/1979,3,811,816,,,811,3,1.0-2016
378,1-103,Cambodia,Government of Cambodia,Government of Vietnam,KPNLF,1114,,2,,1983,1,4,30/11/1979,3,30/11/1979,3,811,816,,,811,3,1.0-2016
378,1-103,Cambodia,Government of Cambodia,Government of Vietnam,KPNLF,1114,,2,,1982,1,4,30/11/1979,3,30/11/1979,3,811,816,,,811,3,1.0-2016
378,1-103,Cambodia,Government of Cambodia,Government of Vietnam,KPNLF,1114,,2,,1981,1,4,30/11/1979,3,30/11/1979,3,811,816,,,811,3,1.0-2016
627,Jan-36,Guatemala,Government of Guatemala,,ORPA,1592,,2,,1981,1,3,30/11/1979,3,31/12/1979,5,90,,,,90,5,1.0-2016
378,1-103,Cambodia,Government of Cambodia,Government of Vietnam,KPNLF,1114,,2,,1980,1,4,30/11/1979,3,30/11/1979,3,811,816,,,811,3,1.0-2016
627,Jan-36,Guatemala,Government of Guatemala,,ORPA,1592,,2,,1980,1,3,30/11/1979,3,31/12/1979,5,90,,,,90,5,1.0-2016
378,1-103,Cambodia,Government of Cambodia,Government of Vietnam,KPNLF,1114,,2,,1979,1,4,30/11/1979,3,30/11/1979,3,811,816,,,811,3,1.0-2016
627,Jan-36,Guatemala,Government of Guatemala,,ORPA,1592,,2,,1979,1,3,30/11/1979,3,31/12/1979,5,90,,,,90,5,1.0-2016
758,1-256,Afghanistan,Government of Afghanistan,,Government of Russia,365,,2,,1979,1,2,27/12/1979,1,27/12/1979,1,700,,365,,"365, 700","1, 3",1.0-2016
551,1-148,Tunisia,Government of Tunisia,,Résistance Armée Tunisienne,1362,,2,,1980,1,3,27/01/1980,1,28/01/1980,2,616,,,,616,4,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Armenia, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Malaysia, Government of Mongolia, Government of Montenegro, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of South Korea, Government of Spain, Government of Sweden, Government of Tonga, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of USA",Hizb-i Islami-yi Afghanistan,1141,,2,,2013,1,4,31/03/1980,3,26/08/2013,1,700,"339, 371, 900, 305, 373, 211, 346, 355, 20, 344, 316, 390, 92, 366, 375, 220, 372, 260, 350, 310, 395, 205, 325, 367, 368, 212, 343, 820, 712, 341, 210, 920, 385, 290, 235, 360, 830, 317, 349, 732, 230, 380, 972, 640, 369, 696, 200, 2",,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Armenia, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of El Salvador, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Malaysia, Government of Mongolia, Government of Montenegro, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of South Korea, Government of Spain, Government of Sweden, Government of Tonga, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of USA",Hizb-i Islami-yi Afghanistan,1141,,2,,2011,1,4,31/03/1980,3,6/4/2008,1,700,"339, 371, 900, 305, 373, 211, 346, 355, 20, 344, 316, 390, 92, 366, 375, 220, 372, 260, 350, 310, 395, 205, 325, 367, 368, 212, 343, 820, 712, 341, 210, 920, 385, 290, 235, 360, 830, 317, 349, 732, 230, 380, 972, 640, 369, 696, 200, 2",,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Armenia, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Jordan, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Malaysia, Government of Mongolia, Government of Montenegro, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of South Korea, Government of Spain, Government of Sweden, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of USA",Hizb-i Islami-yi Afghanistan,1141,,2,,2010,1,4,31/03/1980,3,6/4/2008,1,700,"339, 371, 900, 305, 373, 211, 346, 355, 20, 344, 316, 390, 366, 375, 220, 372, 260, 350, 310, 395, 205, 325, 663, 367, 368, 212, 343, 820, 712, 341, 210, 920, 385, 290, 235, 360, 830, 317, 349, 732, 230, 380, 640, 369, 696, 200, 2",,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Australia, Government of Azerbaijan, Government of Belgium, Government of Bosnia-Herzegovina, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Macedonia, FYR, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Singapore, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Turkey, Government of Ukraine, Government of United Arab Emirates, Government of United Kingdom, Government of USA",Hizb-i Islami-yi Afghanistan,1141,,2,,2009,1,4,31/03/1980,3,6/4/2008,1,700,"339, 900, 373, 211, 346, 355, 20, 344, 316, 390, 366, 375, 220, 372, 260, 350, 310, 395, 325, 367, 368, 212, 343, 210, 920, 385, 770, 290, 235, 360, 830, 317, 349, 230, 380, 640, 369, 696, 200, 2",,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,"Government of Albania, Government of Australia, Government of Austria, Government of Azerbaijan, Government of Belgium, Government of Bulgaria, Government of Canada, Government of Croatia, Government of Czech Republic, Government of Denmark, Government of Estonia, Government of Finland, Government of France, Government of Georgia, Government of Germany, Government of Greece, Government of Hungary, Government of Iceland, Government of Ireland, Government of Italy, Government of Latvia, Government of Lithuania, Government of Luxembourg, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Portugal, Government of Rumania, Government of Slovakia, Government of Slovenia, Government of Spain, Government of Sweden, Government of Turkey, Government of United Kingdom, Government of USA",Hizb-i Islami-yi Afghanistan,1141,,2,,2008,1,4,31/03/1980,3,6/4/2008,1,700,"339, 900, 305, 373, 211, 355, 20, 344, 316, 390, 366, 375, 220, 372, 260, 350, 310, 395, 205, 325, 367, 368, 212, 210, 920, 385, 770, 290, 235, 360, 317, 349, 230, 380, 640, 200, 2",,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,,Hizb-i Islami-yi Afghanistan,1141,,2,,2006,1,3,31/03/1980,3,24/08/2006,1,700,,,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,,Hizb-i Islami-yi Afghanistan,1141,,2,,2003,1,3,31/03/1980,3,5/9/2002,1,700,,,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,,Hizb-i Islami-yi Afghanistan,1141,,2,,2002,1,3,31/03/1980,3,5/9/2002,1,700,,,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,,Hizb-i Islami-yi Afghanistan,1141,,2,,1995,1,3,31/03/1980,3,31/03/1980,3,700,,,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,,Hizb-i Islami-yi Afghanistan,1141,,2,,1994,1,3,31/03/1980,3,31/03/1980,3,700,,,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,,Hizb-i Islami-yi Afghanistan,1141,,2,,1993,2,3,31/03/1980,3,31/03/1980,3,700,,,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,,Hizb-i Islami-yi Afghanistan,1141,,2,,1992,2,3,31/03/1980,3,31/03/1980,3,700,,,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,,Hizb-i Islami-yi Afghanistan,1141,,2,,1991,1,3,31/03/1980,3,31/03/1980,3,700,,,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,,Hizb-i Islami-yi Afghanistan,1141,,2,,1990,1,3,31/03/1980,3,31/03/1980,3,700,,,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,Government of Russia,Hizb-i Islami-yi Afghanistan,1141,,2,,1989,1,4,31/03/1980,3,31/03/1980,3,700,365,,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,Government of Russia,Hizb-i Islami-yi Afghanistan,1141,,2,,1988,2,4,31/03/1980,3,31/03/1980,3,700,365,,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,Government of Russia,Hizb-i Islami-yi Afghanistan,1141,,2,,1987,2,4,31/03/1980,3,31/03/1980,3,700,365,,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,Government of Russia,Hizb-i Islami-yi Afghanistan,1141,,2,,1986,2,4,31/03/1980,3,31/03/1980,3,700,365,,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,Government of Russia,Hizb-i Islami-yi Afghanistan,1141,,2,,1985,2,4,31/03/1980,3,31/03/1980,3,700,365,,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,Government of Russia,Hizb-i Islami-yi Afghanistan,1141,,2,,1984,2,4,31/03/1980,3,31/03/1980,3,700,365,,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,Government of Russia,Hizb-i Islami-yi Afghanistan,1141,,2,,1983,2,4,31/03/1980,3,31/03/1980,3,700,365,,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,Government of Russia,Hizb-i Islami-yi Afghanistan,1141,,2,,1982,2,4,31/03/1980,3,31/03/1980,3,700,365,,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,Government of Russia,Hizb-i Islami-yi Afghanistan,1141,,2,,1981,2,4,31/03/1980,3,31/03/1980,3,700,365,,,700,3,1.0-2016
412,1-137,Afghanistan,Government of Afghanistan,Government of Russia,Hizb-i Islami-yi Afghanistan,1141,,2,,1980,2,4,31/03/1980,3,31/03/1980,3,700,365,,,700,3,1.0-2016
525,1-146,Liberia,Government of Liberia,,Military faction (forces of Samuel Doe),1357,,2,,1980,1,3,12/4/1980,1,12/4/1980,1,450,,,,450,4,1.0-2016
225,1-120,El Salvador,Government of El Salvador,,FMLN,1616,,2,,1991,1,3,18/05/1980,2,18/05/1980,2,92,,,,92,5,1.0-2016
225,1-120,El Salvador,Government of El Salvador,,FMLN,1616,,2,,1990,1,3,18/05/1980,2,18/05/1980,2,92,,,,92,5,1.0-2016
225,1-120,El Salvador,Government of El Salvador,,FMLN,1616,,2,,1989,2,3,18/05/1980,2,18/05/1980,2,92,,,,92,5,1.0-2016
225,1-120,El Salvador,Government of El Salvador,,FMLN,1616,,2,,1988,2,3,18/05/1980,2,18/05/1980,2,92,,,,92,5,1.0-2016
225,1-120,El Salvador,Government of El Salvador,,FMLN,1616,,2,,1987,2,3,18/05/1980,2,18/05/1980,2,92,,,,92,5,1.0-2016
225,1-120,El Salvador,Government of El Salvador,,FMLN,1616,,2,,1986,2,3,18/05/1980,2,18/05/1980,2,92,,,,92,5,1.0-2016
225,1-120,El Salvador,Government of El Salvador,,FMLN,1616,,2,,1985,2,3,18/05/1980,2,18/05/1980,2,92,,,,92,5,1.0-2016
225,1-120,El Salvador,Government of El Salvador,,FMLN,1616,,2,,1984,2,3,18/05/1980,2,18/05/1980,2,92,,,,92,5,1.0-2016
225,1-120,El Salvador,Government of El Salvador,,FMLN,1616,,2,,1983,2,3,18/05/1980,2,18/05/1980,2,92,,,,92,5,1.0-2016
225,1-120,El Salvador,Government of El Salvador,,FMLN,1616,,2,,1982,2,3,18/05/1980,2,18/05/1980,2,92,,,,92,5,1.0-2016
225,1-120,El Salvador,Government of El Salvador,,FMLN,1616,,2,,1981,2,3,18/05/1980,2,18/05/1980,2,92,,,,92,5,1.0-2016
225,1-120,El Salvador,Government of El Salvador,,FMLN,1616,,2,,1980,1,3,18/05/1980,2,18/05/1980,2,92,,,,92,5,1.0-2016
766,1-152,India,Government of India,,PREPAK,1161,,1,Manipur,2009,1,3,23/07/1980,1,30/09/2008,1,750,,,,750,3,1.0-2016
766,1-152,India,Government of India,,PREPAK,1161,,1,Manipur,2008,1,3,23/07/1980,1,30/09/2008,1,750,,,,750,3,1.0-2016
703,1-118,Uganda,Government of Uganda,Government of Tanzania,FUNA,1328,,2,,1981,1,4,31/08/1980,3,7/10/1980,2,500,510,,,500,4,1.0-2016
703,1-118,Uganda,Government of Uganda,Government of Tanzania,FUNA,1328,,2,,1980,1,4,31/08/1980,3,7/10/1980,2,500,510,,,500,4,1.0-2016
760,1-137,Afghanistan,Government of Afghanistan,,Hizb-i Islami-yi Afghanistan - Khalis faction,1136,,2,,1991,2,3,31/12/1980,5,31/12/1980,5,700,,,,700,3,1.0-2016
760,1-137,Afghanistan,Government of Afghanistan,,Hizb-i Islami-yi Afghanistan - Khalis faction,1136,,2,,1990,1,3,31/12/1980,5,31/12/1980,5,700,,,,700,3,1.0-2016
732,1-137,Afghanistan,Government of Afghanistan,Government of Russia,Mahaz-i Milli-yi Islami-yi Afghanistan ,1138,,2,,1989,1,4,31/12/1980,7,31/12/1980,5,700,365,,,700,3,1.0-2016
760,1-137,Afghanistan,Government of Afghanistan,Government of Russia,Hizb-i Islami-yi Afghanistan - Khalis faction,1136,,2,,1989,2,4,31/12/1980,5,31/12/1980,5,700,365,,,700,3,1.0-2016
731,1-137,Afghanistan,Government of Afghanistan,Government of Russia,Harakat-i Inqilab-i Islami-yi Afghanistan ,1135,,2,,1988,1,4,31/12/1980,7,31/12/1980,5,700,365,,,700,3,1.0-2016
732,1-137,Afghanistan,Government of Afghanistan,Government of Russia,Mahaz-i Milli-yi Islami-yi Afghanistan ,1138,,2,,1988,2,4,31/12/1980,7,31/12/1980,5,700,365,,,700,3,1.0-2016
733,1-137,Afghanistan,Government of Afghanistan,Government of Russia,Jabha-yi Nijat-i Milli-yi Afghanistan ,1137,,2,,1988,1,4,31/12/1980,7,31/12/1980,5,700,365,,,700,3,1.0-2016
760,1-137,Afghanistan,Government of Afghanistan,Government of Russia,Hizb-i Islami-yi Afghanistan - Khalis faction,1136,,2,,1988,2,4,31/12/1980,5,31/12/1980,5,700,365,,,700,3,1.0-2016
731,1-137,Afghanistan,Government of Afghanistan,Government of Russia,Harakat-i Inqilab-i Islami-yi Afghanistan ,1135,,2,,1987,1,4,31/12/1980,7,31/12/1980,5,700,365,,,700,3,1.0-2016
